614998	=>	57|55|54|34
615005	=>	61|54|46|39
615027	=>	58|58|43|41
615029	=>	58|58|44|40
615037	=>	58|58|45|39
615041	=>	63|50|44|43
615048	=>	63|50|45|42
615052	=>	59|57|44|40
615053	=>	60|55|48|37
615053	=>	60|54|50|36
615083	=>	62|52|47|39
615095	=>	62|50|50|38
615104	=>	59|56|49|36
615110	=>	59|57|43|41
615110	=>	61|53|49|37
615112	=>	57|56|53|34
615116	=>	59|57|45|39
615132	=>	62|51|49|38
615133	=>	63|50|46|41
615152	=>	59|55|51|35
615155	=>	58|58|42|42
615159	=>	58|58|46|38
615160	=>	61|54|47|38
615166	=>	63|49|48|40
615172	=>	59|57|42|42
615179	=>	58|54|54|34
615188	=>	59|57|46|38
615224	=>	58|55|53|34
615233	=>	60|56|43|41
615237	=>	60|56|44|40
615247	=>	60|56|45|39
615277	=>	64|46|45|45
615280	=>	63|50|47|40
615291	=>	62|53|44|41
615291	=>	58|58|47|37
615297	=>	60|53|52|35
615302	=>	61|52|51|36
615313	=>	58|57|50|35
615322	=>	60|55|49|36
615323	=>	62|52|48|38
615326	=>	62|53|43|42
615328	=>	62|53|45|40
615338	=>	57|57|52|34
615345	=>	64|46|46|44
615359	=>	60|56|42|42
615366	=>	59|57|47|37
615368	=>	64|47|45|44
615371	=>	60|56|46|38
615377	=>	61|54|48|37
615384	=>	63|51|44|42
615407	=>	58|56|52|34
615411	=>	60|54|51|35
615416	=>	61|53|50|36
615417	=>	64|47|46|43
615423	=>	59|56|50|35
615425	=>	62|53|46|39
615442	=>	63|51|45|41
615446	=>	59|54|53|34
615461	=>	62|51|50|37
615464	=>	63|51|43|43
615464	=>	63|49|49|39
615468	=>	61|55|44|40
615499	=>	63|50|48|39
615505	=>	60|56|47|37
615506	=>	63|51|46|40
615521	=>	58|58|48|36
615522	=>	61|55|43|41
615523	=>	56|56|55|33
615529	=>	64|48|45|43
615536	=>	61|55|45|39
615550	=>	64|47|47|42
615556	=>	59|57|48|36
615560	=>	59|55|52|34
615569	=>	64|48|44|44
615575	=>	62|52|49|37
615580	=>	61|55|42|42
615588	=>	62|53|47|38
615590	=>	57|55|55|33
615612	=>	61|55|46|38
615635	=>	64|48|46|42
615637	=>	57|56|54|33
615641	=>	60|55|50|35
615646	=>	61|54|49|36
615680	=>	58|57|51|34
615692	=>	63|51|47|39
615737	=>	60|56|48|36
615741	=>	61|52|52|35
615747	=>	64|48|47|41
615749	=>	58|55|54|33
615755	=>	64|49|44|43
615765	=>	58|58|49|35
615774	=>	63|50|49|38
615776	=>	64|49|45|42
615782	=>	60|53|53|34
615790	=>	59|56|51|34
615794	=>	61|55|47|37
615805	=>	62|53|48|37
615811	=>	63|52|44|41
615812	=>	61|53|51|35
615818	=>	57|57|53|33
615821	=>	59|58|44|39
615836	=>	63|52|43|42
615836	=>	59|58|43|40
615836	=>	59|57|49|35
615848	=>	63|52|45|40
615851	=>	62|54|43|41
615851	=>	60|54|52|34
615852	=>	62|51|51|36
615861	=>	64|49|46|41
615861	=>	62|54|44|40
615863	=>	58|56|53|33
615866	=>	59|58|45|38
615877	=>	62|54|45|39
615888	=>	63|51|48|38
615915	=>	59|58|42|41
615925	=>	60|57|44|39
615925	=>	62|52|50|36
615940	=>	60|57|43|40
615955	=>	63|52|46|39
615969	=>	59|58|46|37
615971	=>	62|54|42|42
615971	=>	61|54|50|35
615972	=>	60|57|45|38
615975	=>	59|54|54|33
615983	=>	60|56|49|35
615988	=>	61|55|48|36
615989	=>	64|48|48|40
616007	=>	62|54|46|38
616012	=>	60|55|51|34
616017	=>	60|57|42|41
616022	=>	64|49|47|40
616042	=>	59|55|53|33
616075	=>	60|57|46|37
616082	=>	62|53|49|36
616087	=>	64|50|44|42
616087	=>	64|50|45|41
616091	=>	64|50|43|43
616091	=>	58|58|50|34
616093	=>	58|57|52|33
616115	=>	63|50|50|37
616118	=>	63|52|47|38
616126	=>	59|58|47|36
616132	=>	59|57|50|34
616135	=>	61|56|44|39
616146	=>	61|56|43|40
616147	=>	62|54|47|37
616157	=>	56|56|56|32
616182	=>	61|56|45|38
616190	=>	63|51|49|37
616205	=>	59|56|52|33
616206	=>	57|56|55|32
616217	=>	64|50|46|40
616223	=>	61|56|42|41
616226	=>	61|53|52|34
616234	=>	60|57|47|36
616241	=>	64|49|48|39
616272	=>	61|55|49|35
616286	=>	65|45|45|45
616286	=>	65|46|45|44
616289	=>	61|56|46|37
616291	=>	62|52|51|35
616300	=>	63|53|44|40
616311	=>	60|56|50|34
616311	=>	60|54|53|33
616320	=>	58|55|55|32
616320	=>	57|57|54|32
616335	=>	59|58|48|35
616342	=>	61|54|51|34
616345	=>	63|52|48|37
616346	=>	63|53|43|41
616353	=>	65|46|46|43
616355	=>	64|50|47|39
616376	=>	63|53|45|39
616385	=>	62|54|48|36
616385	=>	58|56|54|32
616396	=>	63|53|42|42
616398	=>	65|47|44|44
616407	=>	62|53|50|35
616427	=>	60|55|52|33
616429	=>	64|51|44|41
616435	=>	58|58|51|33
616440	=>	65|47|45|43
616443	=>	60|57|48|35
616447	=>	62|55|44|39
616448	=>	61|56|47|36
616454	=>	64|51|43|42
616458	=>	62|55|43|40
616460	=>	63|53|46|38
616478	=>	64|51|45|40
616486	=>	65|47|46|42
616500	=>	62|55|45|38
616502	=>	59|57|51|33
616506	=>	63|51|50|36
616529	=>	62|55|42|41
616530	=>	64|49|49|38
616546	=>	59|55|54|32
616550	=>	58|57|53|32
616572	=>	61|55|50|34
616579	=>	65|48|44|43
616585	=>	64|51|46|39
616592	=>	59|58|49|34
616600	=>	65|48|45|42
616607	=>	64|50|48|38
616607	=>	62|55|46|37
616622	=>	63|52|49|36
616637	=>	62|54|49|35
616650	=>	59|59|44|38
616650	=>	63|53|47|37
616657	=>	60|56|51|33
616661	=>	61|56|48|35
616662	=>	59|56|53|32
616670	=>	65|47|47|41
616684	=>	59|59|43|39
616701	=>	65|48|46|41
616702	=>	60|57|49|34
616709	=>	60|58|43|39
616714	=>	61|53|53|33
616722	=>	59|59|45|37
616724	=>	59|59|42|40
616727	=>	60|58|44|38
616739	=>	62|52|52|34
616753	=>	60|58|45|37
616760	=>	64|51|47|38
616763	=>	61|54|52|33
616772	=>	62|55|47|36
616786	=>	62|53|51|34
616804	=>	59|59|46|36
616805	=>	60|58|42|40
616817	=>	57|56|56|31
616826	=>	65|49|44|42
616837	=>	60|54|54|32
616845	=>	58|58|52|32
616852	=>	63|53|48|36
616860	=>	61|57|44|38
616862	=>	65|48|47|40
616867	=>	63|54|44|39
616870	=>	63|54|43|40
616871	=>	64|50|49|37
616877	=>	60|58|46|36
616880	=>	57|57|55|31
616881	=>	64|52|43|41
616886	=>	59|59|41|41
616888	=>	60|55|53|32
616892	=>	65|49|43|43
616892	=>	61|57|43|39
616892	=>	59|57|52|32
616895	=>	59|58|50|33
616898	=>	65|49|45|41
616901	=>	64|52|44|40
616905	=>	60|58|41|41
616912	=>	63|51|51|35
616920	=>	63|54|45|38
616920	=>	61|56|49|34
616927	=>	64|52|45|39
616930	=>	61|57|42|40
616931	=>	58|56|55|31
616934	=>	61|57|45|37
616941	=>	63|54|42|41
616946	=>	61|55|51|33
616957	=>	63|52|50|35
616971	=>	62|54|50|34
616976	=>	65|49|46|40
616976	=>	59|59|47|35
616985	=>	62|55|48|35
616987	=>	64|51|48|37
616991	=>	64|52|42|42
617005	=>	60|57|50|33
617013	=>	60|58|47|35
617018	=>	61|57|46|36
617035	=>	63|54|46|37
617047	=>	58|57|54|31
617067	=>	64|52|46|38
617069	=>	60|56|52|32
617090	=>	61|57|41|41
617097	=>	65|48|48|39
617108	=>	59|55|55|31
617125	=>	62|56|43|39
617144	=>	63|53|49|35
617147	=>	62|56|44|38
617157	=>	65|50|44|41
617161	=>	59|56|54|31
617162	=>	59|59|48|34
617168	=>	65|50|43|42
617176	=>	65|49|47|39
617177	=>	62|56|45|37
617192	=>	61|57|47|35
617200	=>	63|54|47|36
617206	=>	65|50|45|40
617207	=>	62|53|52|33
617217	=>	62|56|42|40
617217	=>	64|52|47|37
617224	=>	61|54|53|32
617227	=>	61|56|50|33
617231	=>	60|58|48|34
617233	=>	64|50|50|36
617240	=>	59|58|51|32
617250	=>	62|55|49|34
617276	=>	64|51|49|36
617277	=>	58|58|53|31
617305	=>	62|56|46|36
617313	=>	62|56|41|41
617316	=>	66|45|45|44
617323	=>	62|54|51|33
617327	=>	65|50|46|39
617336	=>	63|52|51|34
617340	=>	61|55|52|32
617340	=>	59|57|53|31
617352	=>	60|57|51|32
617380	=>	61|57|48|34
617383	=>	66|46|45|43
617386	=>	65|49|48|38
617387	=>	64|53|44|39
617387	=>	60|55|54|31
617390	=>	64|53|43|40
617405	=>	66|46|44|44
617421	=>	63|54|48|35
617422	=>	59|59|49|33
617445	=>	62|56|47|35
617450	=>	64|53|45|38
617451	=>	64|53|42|41
617452	=>	63|53|50|34
617465	=>	64|52|48|36
617465	=>	60|58|49|33
617466	=>	57|57|56|30
617490	=>	63|55|44|38
617497	=>	66|47|44|43
617502	=>	65|50|47|38
617503	=>	60|56|53|31
617507	=>	66|46|46|42
617516	=>	63|55|43|39
617527	=>	58|56|56|30
617536	=>	66|47|45|42
617548	=>	65|51|44|40
617548	=>	63|55|42|40
617551	=>	60|59|44|37
617554	=>	60|59|43|38
617557	=>	62|55|50|33
617565	=>	64|53|46|37
617570	=>	63|55|45|37
617574	=>	61|56|51|32
617582	=>	65|51|43|41
617582	=>	58|57|55|30
617602	=>	60|59|45|36
617611	=>	64|51|50|35
617613	=>	60|59|42|39
617620	=>	65|51|42|42
617625	=>	59|58|52|31
617636	=>	65|51|45|39
617637	=>	66|47|46|41
617642	=>	61|57|49|33
617657	=>	61|58|44|37
617658	=>	61|58|43|38
617660	=>	63|55|46|36
617667	=>	62|56|48|34
617676	=>	62|53|53|32
617686	=>	63|54|49|34
617696	=>	59|56|55|30
617700	=>	59|59|50|32
617702	=>	63|55|41|41
617702	=>	65|49|49|37
617703	=>	60|59|46|35
617708	=>	61|58|45|36
617717	=>	61|58|42|39
617723	=>	66|48|43|43
617727	=>	64|52|49|35
617729	=>	61|54|54|31
617732	=>	60|59|41|40
617732	=>	65|51|46|38
617735	=>	66|48|44|42
617737	=>	60|57|52|31
617740	=>	64|53|47|36
617741	=>	62|54|52|32
617743	=>	65|50|48|37
617751	=>	66|48|45|41
617759	=>	58|58|54|30
617765	=>	60|58|50|32
617767	=>	63|52|52|33
617792	=>	61|55|53|31
617811	=>	61|58|46|35
617812	=>	59|57|54|30
617816	=>	66|47|47|40
617834	=>	61|58|41|40
617834	=>	63|53|51|33
617840	=>	63|55|47|35
617852	=>	60|59|47|34
617867	=>	62|57|44|37
617868	=>	62|57|43|38
617897	=>	66|48|46|40
617905	=>	62|56|49|33
617910	=>	62|55|51|32
617922	=>	62|57|45|36
617922	=>	61|57|50|32
617923	=>	62|57|42|39
617926	=>	60|55|55|30
617934	=>	65|51|47|37
617957	=>	64|54|43|39
617960	=>	61|58|47|34
617961	=>	64|53|48|35
617963	=>	61|56|52|31
617981	=>	66|49|44|41
617987	=>	64|54|44|38
617987	=>	60|56|54|30
617992	=>	66|49|43|42
618001	=>	63|54|50|33
618002	=>	64|51|51|34
618008	=>	65|52|43|40
618017	=>	65|52|44|39
618025	=>	64|54|45|37
618025	=>	62|57|46|35
618032	=>	65|50|49|36
618034	=>	63|55|48|34
618036	=>	59|59|51|31
618040	=>	62|57|41|40
618041	=>	64|54|42|40
618045	=>	60|59|48|33
618046	=>	66|49|45|40
618046	=>	59|58|53|30
618051	=>	66|48|47|39
618069	=>	65|52|42|41
618071	=>	64|52|50|34
618080	=>	65|52|45|38
618085	=>	60|58|51|31
618094	=>	57|57|57|29
618129	=>	64|54|41|41
618148	=>	65|51|48|36
618151	=>	58|57|56|29
618155	=>	61|58|48|33
618160	=>	60|57|53|30
618161	=>	64|54|46|36
618167	=>	66|49|46|39
618178	=>	62|57|47|34
618180	=>	63|56|43|38
618181	=>	62|54|53|31
618185	=>	63|56|44|37
618207	=>	65|52|46|37
618209	=>	62|56|50|32
618235	=>	63|56|42|39
618236	=>	64|53|49|34
618236	=>	63|53|52|32
618240	=>	63|56|45|36
618260	=>	61|57|51|31
618267	=>	59|56|56|29
618267	=>	58|58|55|29
618268	=>	61|55|54|30
618280	=>	60|59|49|32
618299	=>	62|55|52|31
618302	=>	63|55|49|33
618309	=>	64|54|47|35
618319	=>	66|48|48|38
618323	=>	66|50|43|41
618326	=>	59|57|55|29
618346	=>	63|56|41|40
618349	=>	63|56|46|35
618354	=>	63|54|51|32
618357	=>	66|50|44|40
618358	=>	66|49|47|38
618373	=>	62|57|48|33
618381	=>	65|50|50|35
618382	=>	65|52|47|36
618386	=>	61|56|53|30
618390	=>	61|58|49|32
618394	=>	59|59|52|30
618397	=>	66|50|45|39
618419	=>	66|50|42|42
618433	=>	64|52|51|33
618438	=>	67|45|44|44
618452	=>	65|51|49|35
618455	=>	60|60|43|37
618455	=>	60|58|52|30
618473	=>	60|60|44|36
618497	=>	60|56|55|29
618500	=>	67|45|45|43
618501	=>	60|60|45|35
618501	=>	59|58|54|29
618502	=>	63|56|47|34
618506	=>	61|59|44|36
618527	=>	67|46|44|43
618530	=>	61|59|43|37
618533	=>	62|56|51|31
618535	=>	60|60|42|38
618539	=>	64|54|48|34
618540	=>	65|53|44|38
618551	=>	66|50|46|38
618551	=>	64|53|50|33
618553	=>	60|59|50|31
618556	=>	65|53|43|39
618562	=>	61|59|42|38
618566	=>	67|46|45|42
618572	=>	61|59|45|35
618578	=>	65|53|42|40
618588	=>	63|55|50|32
618599	=>	66|49|48|37
618600	=>	64|55|43|38
618605	=>	64|55|44|37
618611	=>	60|60|46|34
618612	=>	62|57|49|32
618615	=>	65|52|48|35
618615	=>	60|57|54|29
618620	=>	61|57|52|30
618621	=>	60|60|41|39
618630	=>	65|53|45|37
618647	=>	64|55|42|39
618650	=>	61|59|46|34
618665	=>	62|58|43|37
618665	=>	61|58|50|31
618668	=>	64|55|45|36
618671	=>	62|54|54|30
